Emissor,RatingGrupo,TradingDesk,pl_emissor,PL
CALDEIRAO GRANDE ENERGIAS RENOVAVEIS S/A,Baa4,846,1453.6767957146972,3130395619.174485
ENERGISA SA,Baa3,PID,2146.604871749466,3937179801.4903502
ENGIE BRASIL ENERGIA SA,Baa1,APP,16608.59440929433,8430325498.580385
JSL S.A,Ba5,348,809.0093639136209,9225719.601444999
VLI MULTIMODAL S.A.,Baa4,APO,71953.37801907989,2279627646.384785
ENERGISA SA,Baa3,IRF,5896713.257130304,168954523.486945
ENERGISA SA,Baa3,348,82.45758196841207,9225719.601444999
JSL S.A,Ba5,APO,11142.712417588298,2279627646.384785
MRS LOGISTICA S/A,Baa3,APO,8401.286859279042,2279627646.384785
MRS LOGISTICA S/A,Baa3,ID2,12808.946864612873,3488179932.21023
COPEL  DISTRIBUICAO S/A,Baa3,ID2,13654.306633504975,3488179932.21023
UNIAO QUIMICA FARMACEUTICA NACIONAL S.A.,Baa4,134,67595693.79352576,7003331463.740895
CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA,Baa3,PID,40952.69020847951,3937179801.4903502
CEMIG DISTRIBUICAO S/A,Baa4,PEM,-1.3451466272851321e-06,4500317.361375
CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA,Baa3,APP,87825.12857044832,8430325498.580385
ENERGISA SA,Baa3,ID2,2667.702040235175,3488179932.21023
MRS LOGISTICA S/A,Baa3,IRF,3314460.7507596626,168954523.486945
COPEL  DISTRIBUICAO S/A,Baa3,PID,10987.134506693097,3937179801.4903502
CEMIG DISTRIBUICAO S/A,Baa4,PID,-4.0354433876927945e-06,3937179801.4903502
CEMIG DISTRIBUICAO S/A,Baa4,PAL,-2.8584366225459234e-06,18720368.46087
COPEL  DISTRIBUICAO S/A,Baa3,APO,8456.759604995177,2279627646.384785
ENGIE BRASIL ENERGIA SA,Baa1,348,31.29251539527413,9225719.601444999
CEMIG DISTRIBUICAO S/A,Baa4,IRF,0.0,168954523.486945
JSL S.A,Ba5,PEM,860.3888847912,4500317.361375
UNIAO QUIMICA FARMACEUTICA NACIONAL S.A.,Baa4,PDA,260748.09430840352,1172652382.054455
JSL S.A,Ba5,APP,173121.66406126646,8430325498.580385
